@timestamp,host.name,physicalhost.name,metric.name,metric.value
1611891600,cisco.acme.com,esxserver1.acme.com,In_Broadcast_Pkts,0.006410086
1611891600,cisco.acme.com,esxserver1.acme.com,In_Discards,0
1611891600,cisco.acme.com,esxserver1.acme.com,In_Errors,0
1611891600,cisco.acme.com,esxserver1.acme.com,In_Octets,424474.8291
1611891600,cisco.acme.com,esxserver1.acme.com,Out_Broadcast_Pkts,190.4161046
1611891600,cisco.acme.com,esxserver1.acme.com,Out_Discards,0.009781626
1611891600,cisco.acme.com,esxserver1.acme.com,Out_Errors,0
1611891600,cisco.acme.com,esxserver1.acme.com,Out_Octets,549505.617
1611891900,cisco.acme.com,esxserver1.acme.com,In_Broadcast_Pkts,0.017886734
1611891900,cisco.acme.com,esxserver1.acme.com,In_Discards,0
1611891900,cisco.acme.com,esxserver1.acme.com,In_Errors,0
1611891900,cisco.acme.com,esxserver1.acme.com,In_Octets,577019.2157
1611891900,cisco.acme.com,esxserver1.acme.com,Out_Broadcast_Pkts,190.2100443
1611891900,cisco.acme.com,esxserver1.acme.com,Out_Discards,0.015353048
1611891900,cisco.acme.com,esxserver1.acme.com,Out_Errors,0
1611891900,cisco.acme.com,esxserver1.acme.com,Out_Octets,624359.8291
1611892200,cisco.acme.com,esxserver1.acme.com,In_Broadcast_Pkts,0.0023854
1611892200,cisco.acme.com,esxserver1.acme.com,In_Discards,0
1611892200,cisco.acme.com,esxserver1.acme.com,In_Errors,0
1611892200,cisco.acme.com,esxserver1.acme.com,In_Octets,623278.1094
1611892200,cisco.acme.com,esxserver1.acme.com,Out_Broadcast_Pkts,189.1509097
1611892200,cisco.acme.com,esxserver1.acme.com,Out_Discards,0.001203812
1611892200,cisco.acme.com,esxserver1.acme.com,Out_Errors,0
1611892200,cisco.acme.com,esxserver1.acme.com,Out_Octets,553148.5939
1611892500,cisco.acme.com,esxserver1.acme.com,In_Broadcast_Pkts,0.011177251
1611892500,cisco.acme.com,esxserver1.acme.com,In_Discards,0
1611892500,cisco.acme.com,esxserver1.acme.com,In_Errors,0
1611892500,cisco.acme.com,esxserver1.acme.com,In_Octets,583465.5386
1611892500,cisco.acme.com,esxserver1.acme.com,Out_Broadcast_Pkts,188.9907377
1611892500,cisco.acme.com,esxserver1.acme.com,Out_Discards,0.006212368
1611892500,cisco.acme.com,esxserver1.acme.com,Out_Errors,0
1611892500,cisco.acme.com,esxserver1.acme.com,Out_Octets,604257.2036
1611892800,cisco.acme.com,esxserver1.acme.com,In_Broadcast_Pkts,0.025500549
1611892800,cisco.acme.com,esxserver1.acme.com,In_Discards,0
1611892800,cisco.acme.com,esxserver1.acme.com,In_Errors,0
1611892800,cisco.acme.com,esxserver1.acme.com,In_Octets,422139.0231
1611892800,cisco.acme.com,esxserver1.acme.com,Out_Broadcast_Pkts,188.3259607
1611892800,cisco.acme.com,esxserver1.acme.com,Out_Discards,0.004552047
1611892800,cisco.acme.com,esxserver1.acme.com,Out_Errors,0
